date,method,origin_date,pred,actual
2008-07-04,seasonal_naive,2008-04-09,17.469,17.221
2008-07-05,seasonal_naive,2008-04-09,17.469,18.463
2008-07-07,seasonal_naive,2008-04-09,17.469,15.821
2008-07-08,seasonal_naive,2008-04-09,17.469,17.169
2008-07-10,seasonal_naive,2008-04-09,17.469,14.932
2008-07-11,seasonal_naive,2008-04-09,17.469,13.246
2008-08-01,seasonal_naive,2008-04-09,17.469,20.891
2008-08-02,seasonal_naive,2008-04-09,17.469,18.892
2008-08-04,seasonal_naive,2008-04-09,17.469,17.178
2008-08-05,seasonal_naive,2008-04-09,17.469,18.216
2008-08-07,seasonal_naive,2008-04-09,17.469,15.701
2008-04-11,arima,2008-04-09,18.96653810458546,13.527
2008-04-12,arima,2008-04-09,19.281182051715287,12.324
2008-05-02,arima,2008-04-09,18.99547316260997,19.549
2008-05-03,arima,2008-04-09,18.44211275822831,18.063
2008-05-05,arima,2008-04-09,18.02874242429283,18.517
2008-05-06,arima,2008-04-09,17.9699749925153,17.295
2008-05-08,arima,2008-04-09,18.207801451903514,17.127
2008-05-09,arima,2008-04-09,18.519005010857406,17.296
2008-05-11,arima,2008-04-09,18.694736110040573,13.372
2008-05-12,arima,2008-04-09,18.66384851667017,12.159
2008-06-02,arima,2008-04-09,18.499790170610382,19.242
2008-06-05,arima,2008-04-09,18.337650785838637,18.483
2008-06-06,arima,2008-04-09,18.275624177893942,17.169
2008-06-08,arima,2008-04-09,18.32499140880366,17.147
2008-06-10,arima,2008-04-09,18.426239691659763,15.065
2008-06-11,arima,2008-04-09,18.504013571477447,13.108
2008-07-01,arima,2008-04-09,18.517177061556385,21.066
2008-07-02,arima,2008-04-09,18.47480475061309,19.026
2008-07-03,arima,2008-04-09,18.417378302629377,17.689
2008-07-04,arima,2008-04-09,18.38383713754825,17.221
2008-07-05,arima,2008-04-09,18.388282187900888,18.463
2008-07-07,arima,2008-04-09,18.417961183630585,15.821
2008-07-08,arima,2008-04-09,18.448133495359368,17.169
2008-07-10,arima,2008-04-09,18.460301448635427,14.932
2008-07-11,arima,2008-04-09,18.4518195665259,13.246
2008-08-01,arima,2008-04-09,18.43331248995586,20.891
2008-08-02,arima,2008-04-09,18.418697690646606,18.892
2008-08-04,arima,2008-04-09,18.41584242892946,17.178
2008-08-05,arima,2008-04-09,18.423374733235352,18.216
2008-08-07,arima,2008-04-09,18.433962117545637,15.701
2008-04-11,ets,2008-04-09,17.390499740025753,13.527
2008-04-12,ets,2008-04-09,17.388090854301364,12.324
2008-05-02,ets,2008-04-09,17.386163745721852,19.549
2008-05-03,ets,2008-04-09,17.38462205885824,18.063
2008-05-05,ets,2008-04-09,17.383388709367352,18.517
2008-05-06,ets,2008-04-09,17.382402029774642,17.295
2008-05-08,ets,2008-04-09,17.38161268610047,17.127
2008-05-09,ets,2008-04-09,17.38098121116114,17.296
2008-05-11,ets,2008-04-09,17.38047603120967,13.372
2008-05-12,ets,2008-04-09,17.380071887248494,12.159
2008-06-02,ets,2008-04-09,17.379748572079556,19.242
2008-06-05,ets,2008-04-09,17.379489919944405,18.483
2008-06-06,ets,2008-04-09,17.379282998236285,17.169
2008-06-08,ets,2008-04-09,17.379117460869786,17.147
2008-06-10,ets,2008-04-09,17.37898503097659,15.065
2008-06-11,ets,2008-04-09,17.37887908706203,13.108
2008-07-01,ets,2008-04-09,17.378794331930386,21.066
2008-07-02,ets,2008-04-09,17.37872652782507,19.026
2008-07-03,ets,2008-04-09,17.378672284540812,17.689
2008-07-04,ets,2008-04-09,17.37862888991341,17.221
2008-07-05,ets,2008-04-09,17.37859417421149,18.463
2008-07-07,ets,2008-04-09,17.37856640164995,15.821
2008-07-08,ets,2008-04-09,17.37854418360072,17.169
2008-07-10,ets,2008-04-09,17.378526409161335,14.932
2008-07-11,ets,2008-04-09,17.37851218960983,13.246
2008-08-01,ets,2008-04-09,17.37850081396862,20.891
2008-08-02,ets,2008-04-09,17.37849171345566,18.892
2008-08-04,ets,2008-04-09,17.378484433045287,17.178
2008-08-05,ets,2008-04-09,17.37847860871699,18.216
2008-08-07,ets,2008-04-09,17.37847394925435,15.701
2008-08-08,naive,2008-08-07,15.701,17.188
2008-08-09,naive,2008-08-07,15.701,17.505
2008-08-10,naive,2008-08-07,15.701,14.52
2008-08-12,naive,2008-08-07,15.701,12.241
2008-09-01,naive,2008-08-07,15.701,20.858
2008-09-04,naive,2008-08-07,15.701,17.309
2008-09-05,naive,2008-08-07,15.701,17.987
2008-09-06,naive,2008-08-07,15.701,16.785
2008-09-07,naive,2008-08-07,15.701,16.021
2008-09-09,naive,2008-08-07,15.701,17.485
2008-10-01,naive,2008-08-07,15.701,20.643
2008-10-03,naive,2008-08-07,15.701,17.54
2008-10-04,naive,2008-08-07,15.701,17.3
2008-10-06,naive,2008-08-07,15.701,16.744
2008-10-07,naive,2008-08-07,15.701,15.996
2008-10-09,naive,2008-08-07,15.701,17.389
2008-10-10,naive,2008-08-07,15.701,13.839
2008-10-11,naive,2008-08-07,15.701,13.567
2008-10-12,naive,2008-08-07,15.701,12.561
2008-11-01,naive,2008-08-07,15.701,20.869
2008-11-02,naive,2008-08-07,15.701,18.454
2008-11-03,naive,2008-08-07,15.701,17.764
2008-11-04,naive,2008-08-07,15.701,17.35
2008-11-06,naive,2008-08-07,15.701,16.879
2008-11-07,naive,2008-08-07,15.701,15.754
2008-11-08,naive,2008-08-07,15.701,17.433
2008-11-09,naive,2008-08-07,15.701,17.2
2008-11-11,naive,2008-08-07,15.701,13.181
2008-11-12,naive,2008-08-07,15.701,12.634
2008-12-02,naive,2008-08-07,15.701,18.168
2008-08-08,seasonal_naive,2008-08-07,15.701,17.188
2008-08-09,seasonal_naive,2008-08-07,15.701,17.505
2008-08-10,seasonal_naive,2008-08-07,15.701,14.52
2008-08-12,seasonal_naive,2008-08-07,15.701,12.241
2008-09-01,seasonal_naive,2008-08-07,15.701,20.858
2008-09-04,seasonal_naive,2008-08-07,15.701,17.309
2008-09-05,seasonal_naive,2008-08-07,15.701,17.987
2008-09-06,seasonal_naive,2008-08-07,15.701,16.785
2008-09-07,seasonal_naive,2008-08-07,15.701,16.021
2008-09-09,seasonal_naive,2008-08-07,15.701,17.485
2008-10-01,seasonal_naive,2008-08-07,15.701,20.643
2008-10-03,seasonal_naive,2008-08-07,15.701,17.54
2008-10-04,seasonal_naive,2008-08-07,15.701,17.3
2008-10-06,seasonal_naive,2008-08-07,15.701,16.744
2008-10-07,seasonal_naive,2008-08-07,15.701,15.996
2008-10-09,seasonal_naive,2008-08-07,15.701,17.389
2008-10-10,seasonal_naive,2008-08-07,15.701,13.839
2008-10-11,seasonal_naive,2008-08-07,15.701,13.567
2008-10-12,seasonal_naive,2008-08-07,15.701,12.561
2008-11-01,seasonal_naive,2008-08-07,15.701,20.869
2008-11-02,seasonal_naive,2008-08-07,15.701,18.454
2008-11-03,seasonal_naive,2008-08-07,15.701,17.764
2008-11-04,seasonal_naive,2008-08-07,15.701,17.35
2008-11-06,seasonal_naive,2008-08-07,15.701,16.879
2008-11-07,seasonal_naive,2008-08-07,15.701,15.754
2008-11-08,seasonal_naive,2008-08-07,15.701,17.433
2008-11-09,seasonal_naive,2008-08-07,15.701,17.2
2008-11-11,seasonal_naive,2008-08-07,15.701,13.181
2008-11-12,seasonal_naive,2008-08-07,15.701,12.634
2008-12-02,seasonal_naive,2008-08-07,15.701,18.168
2008-08-08,arima,2008-08-07,16.400382155046245,17.188
2008-08-09,arima,2008-08-07,17.08675936242106,17.505
2008-08-10,arima,2008-08-07,17.484230624337705,14.52
2008-08-12,arima,2008-08-07,17.577716313389462,12.241
2008-09-01,arima,2008-08-07,17.48504512061708,20.858
2008-09-04,arima,2008-08-07,17.340097685888622,17.309
2008-09-05,arima,2008-08-07,17.229432221283272,17.987
2008-09-06,arima,2008-08-07,17.180982099985666,16.785
2008-09-07,arima,2008-08-07,17.1827018985558,16.021
2008-09-09,arima,2008-08-07,17.20808481223421,17.485
2008-10-01,arima,2008-08-07,17.234512214991767,20.643
2008-10-03,arima,2008-08-07,17.250566570656122,17.54
2008-10-04,arima,2008-08-07,17.254972241999493,17.3
2008-10-06,arima,2008-08-07,17.25190544153676,16.744
2008-10-07,arima,2008-08-07,17.24647135185602,15.996
2008-10-09,arima,2008-08-07,17.242124568028878,17.389
2008-10-10,arima,2008-08-07,17.240095582863884,13.839
2008-10-11,arima,2008-08-07,17.24002787473137,13.567
2008-10-12,arima,2008-08-07,17.240940777422175,12.561
2008-11-01,arima,2008-08-07,17.241954182657608,20.869
2008-11-02,arima,2008-08-07,17.242599180005094,18.454
2008-11-03,arima,2008-08-07,17.24279966289794,17.764
2008-11-04,arima,2008-08-07,17.24270167198477,17.35
2008-11-06,arima,2008-08-07,17.24249903452558,16.879
2008-11-07,arima,2008-08-07,17.242328990547936,15.754
2008-11-08,arima,2008-08-07,17.2422447884316,17.433
2008-11-09,arima,2008-08-07,17.242236952811876,17.2
2008-11-11,arima,2008-08-07,17.242269439950327,13.181
2008-11-12,arima,2008-08-07,17.24230813949461,12.634
2008-12-02,arima,2008-08-07,17.242333923858443,18.168
2008-08-08,ets,2008-08-07,16.938346056466973,17.188
2008-08-09,ets,2008-08-07,16.939403633502547,17.505
2008-08-10,ets,2008-08-07,16.940392061676913,14.52
2008-08-12,ets,2008-08-07,16.941315862235182,12.241
2008-09-01,ets,2008-08-07,16.942179260804338,20.858
2008-09-04,ets,2008-08-07,16.94298620672199,17.309
2008-09-05,ets,2008-08-07,16.943740391101343,17.987
2008-09-06,ets,2008-08-07,16.94444526371501,16.785
2008-09-07,ets,2008-08-07,16.94510404877487,16.021
2008-09-09,ets,2008-08-07,16.945719759680184,17.485
2008-10-01,ets,2008-08-07,16.946295212801427,20.643
2008-10-03,ets,2008-08-07,16.946833040362854,17.54
2008-10-04,ets,2008-08-07,16.947335702482757,17.3
2008-10-06,ets,2008-08-07,16.947805498426487,16.744
2008-10-07,ets,2008-08-07,16.948244577123706,15.996
2008-10-09,ets,2008-08-07,16.948654946997948,17.389
2008-10-10,ets,2008-08-07,16.949038485153533,13.839
2008-10-11,ets,2008-08-07,16.94939694596175,13.567
2008-10-12,ets,2008-08-07,16.949731969085672,12.561
2008-11-01,ets,2008-08-07,16.950045086980268,20.869
2008-11-02,ets,2008-08-07,16.950337731902103,18.454
2008-11-03,ets,2008-08-07,16.950611242460766,17.764
2008-11-04,ets,2008-08-07,16.950866869741876,17.35
2008-11-06,ets,2008-08-07,16.951105783029785,16.879
2008-11-07,ets,2008-08-07,16.95132907515608,15.754
2008-11-08,ets,2008-08-07,16.95153776749841,17.433
2008-11-09,ets,2008-08-07,16.951732814652416,17.2
2008-11-11,ets,2008-08-07,16.951915108798246,13.181
2008-11-12,ets,2008-08-07,16.952085483781534,12.634
2008-12-02,ets,2008-08-07,16.952244718927556,18.168
2008-12-03,naive,2008-12-02,18.168,17.758
2008-12-05,naive,2008-12-02,18.168,17.92
2008-12-06,naive,2008-12-02,18.168,16.988
2008-12-08,naive,2008-12-02,18.168,17.404
2008-12-09,naive,2008-12-02,18.168,16.989
2008-12-11,naive,2008-12-02,18.168,12.982
2008-12-12,naive,2008-12-02,18.168,12.716
2009-01-01,naive,2008-12-02,18.168,13.196
2009-01-04,naive,2008-12-02,18.168,11.567
2009-01-06,naive,2008-12-02,18.168,15.783
2009-01-07,naive,2008-12-02,18.168,16.054
2009-01-09,naive,2008-12-02,18.168,16.955
2009-01-10,naive,2008-12-02,18.168,18.346
2009-01-12,naive,2008-12-02,18.168,19.148
2009-02-01,naive,2008-12-02,18.168,13.354
2009-02-02,naive,2008-12-02,18.168,12.582
2009-02-03,naive,2008-12-02,18.168,10.663
2009-02-04,naive,2008-12-02,18.168,11.803
2009-02-06,naive,2008-12-02,18.168,15.945
2009-02-07,naive,2008-12-02,18.168,16.032
2009-02-09,naive,2008-12-02,18.168,16.917
2009-02-12,naive,2008-12-02,18.168,19.204
2009-03-02,naive,2008-12-02,18.168,12.592
2009-03-03,naive,2008-12-02,18.168,10.478
2009-03-06,naive,2008-12-02,18.168,16.144
2009-03-07,naive,2008-12-02,18.168,16.171
2009-03-08,naive,2008-12-02,18.168,16.981
2009-03-09,naive,2008-12-02,18.168,16.952
2009-03-11,naive,2008-12-02,18.168,17.845
2009-03-12,naive,2008-12-02,18.168,19.247
2008-12-03,seasonal_naive,2008-12-02,18.168,17.758
2008-12-05,seasonal_naive,2008-12-02,18.168,17.92
2008-12-06,seasonal_naive,2008-12-02,18.168,16.988
2008-12-08,seasonal_naive,2008-12-02,18.168,17.404
2008-12-09,seasonal_naive,2008-12-02,18.168,16.989
2008-12-11,seasonal_naive,2008-12-02,18.168,12.982
2008-12-12,seasonal_naive,2008-12-02,18.168,12.716
2009-01-01,seasonal_naive,2008-12-02,18.168,13.196
2009-01-04,seasonal_naive,2008-12-02,18.168,11.567
2009-01-06,seasonal_naive,2008-12-02,18.168,15.783
2009-01-07,seasonal_naive,2008-12-02,18.168,16.054
2009-01-09,seasonal_naive,2008-12-02,18.168,16.955
2009-01-10,seasonal_naive,2008-12-02,18.168,18.346
2009-01-12,seasonal_naive,2008-12-02,18.168,19.148
2009-02-01,seasonal_naive,2008-12-02,18.168,13.354
2009-02-02,seasonal_naive,2008-12-02,18.168,12.582
2009-02-03,seasonal_naive,2008-12-02,18.168,10.663
2009-02-04,seasonal_naive,2008-12-02,18.168,11.803
2009-02-06,seasonal_naive,2008-12-02,18.168,15.945
2009-02-07,seasonal_naive,2008-12-02,18.168,16.032
2009-02-09,seasonal_naive,2008-12-02,18.168,16.917
2009-02-12,seasonal_naive,2008-12-02,17.014,19.204
2009-03-02,seasonal_naive,2008-12-02,17.258,12.592
2009-03-03,seasonal_naive,2008-12-02,18.642,10.478
2009-03-06,seasonal_naive,2008-12-02,20.399,16.144
2009-03-07,seasonal_naive,2008-12-02,20.827,16.171
2009-03-08,seasonal_naive,2008-12-02,19.353,16.981
2009-03-09,seasonal_naive,2008-12-02,17.234,16.952
2009-03-11,seasonal_naive,2008-12-02,17.402,17.845
2009-03-12,seasonal_naive,2008-12-02,20.397,19.247
2008-12-03,arima,2008-12-02,18.12086662564487,17.758
2008-12-05,arima,2008-12-02,17.388870752607694,17.92
2008-12-06,arima,2008-12-02,16.627733962679937,16.988
2008-12-08,arima,2008-12-02,16.148364525186928,17.404
2008-12-09,arima,2008-12-02,15.98358454251546,16.989
2008-12-11,arima,2008-12-02,16.02642897088307,12.982
2008-12-12,arima,2008-12-02,16.14753044705175,12.716
2009-01-01,arima,2008-12-02,16.257439555625794,13.196
2009-01-04,arima,2008-12-02,16.319624412369073,11.567
2009-01-06,arima,2008-12-02,16.33589499770349,15.783
2009-01-07,arima,2008-12-02,16.32487866022582,16.054
2009-01-09,arima,2008-12-02,16.30566533114369,16.955
2009-01-10,arima,2008-12-02,16.29015539789052,18.346
2009-01-12,arima,2008-12-02,16.282350600924314,19.148
2009-02-01,arima,2008-12-02,16.281092229674854,13.354
2009-02-02,arima,2008-12-02,16.283312888939204,12.582
2009-02-03,arima,2008-12-02,16.286262259183186,10.663
2009-02-04,arima,2008-12-02,16.288401159691794,11.803
2009-02-06,arima,2008-12-02,16.289340519762472,15.945
2009-02-07,arima,2008-12-02,16.289367611606544,16.032
2009-02-09,arima,2008-12-02,16.28896736890087,16.917
2009-02-12,arima,2008-12-02,16.28852703815409,19.204
2009-03-02,arima,2008-12-02,16.28823910069937,12.592
2009-03-03,arima,2008-12-02,16.288132423845635,10.478
2009-03-06,arima,2008-12-02,16.288149925312165,16.144
2009-03-07,arima,2008-12-02,16.28821738095931,16.171
2009-03-08,arima,2008-12-02,16.288281509916725,16.981
2009-03-09,arima,2008-12-02,16.288319256929075,16.952
2009-03-11,arima,2008-12-02,16.288330315564565,17.845
2009-03-12,arima,2008-12-02,16.288324892528752,19.247
2008-12-03,ets,2008-12-02,16.392447263401078,17.758
2008-12-05,ets,2008-12-02,16.379450367073076,17.92
2008-12-06,ets,2008-12-02,16.366518455226714,16.988
2008-12-08,ets,2008-12-02,16.353651202939584,17.404
2008-12-09,ets,2008-12-02,16.340848286913893,16.989
2008-12-11,ets,2008-12-02,16.328109385468327,12.982
2008-12-12,ets,2008-12-02,16.31543417852999,12.716
2009-01-01,ets,2008-12-02,16.302822347626343,13.196
2009-01-04,ets,2008-12-02,16.290273575877215,11.567
2009-01-06,ets,2008-12-02,16.277787547986836,15.783
2009-01-07,ets,2008-12-02,16.265363950235905,16.054
2009-01-09,ets,2008-12-02,16.253002470473728,16.955
2009-01-10,ets,2008-12-02,16.240702798110366,18.346
2009-01-12,ets,2008-12-02,16.228464624108817,19.148
2009-02-01,ets,2008-12-02,16.216287640977278,13.354
2009-02-02,ets,2008-12-02,16.204171542761394,12.582
2009-02-03,ets,2008-12-02,16.192116025036594,10.663
2009-02-04,ets,2008-12-02,16.180120784900414,11.803
2009-02-06,ets,2008-12-02,16.168185520964915,15.945
2009-02-07,ets,2008-12-02,16.156309933349096,16.032
2009-02-09,ets,2008-12-02,16.144493723671353,16.917
2009-02-12,ets,2008-12-02,16.132736595042,19.204
2009-03-02,ets,2008-12-02,16.121038252055797,12.592
2009-03-03,ets,2008-12-02,16.10939840078452,10.478
2009-03-06,ets,2008-12-02,16.097816748769603,16.144
2009-03-07,ets,2008-12-02,16.08629300501476,16.171
2009-03-08,ets,2008-12-02,16.07482687997869,16.981
2009-03-09,ets,2008-12-02,16.0634180855678,16.952
2009-03-11,ets,2008-12-02,16.052066335128966,17.845
2009-03-12,ets,2008-12-02,16.040771343442326,19.247
2009-04-02,naive,2009-03-12,19.247,12.595
2009-04-03,naive,2009-03-12,19.247,10.468
2009-04-05,naive,2009-03-12,19.247,13.433
2009-04-06,naive,2009-03-12,19.247,16.255
2009-04-08,naive,2009-03-12,19.247,16.919
2009-04-09,naive,2009-03-12,19.247,17.133
2009-04-11,naive,2009-03-12,19.247,18.031
2009-04-12,naive,2009-03-12,19.247,19.287
2009-05-01,naive,2009-03-12,19.247,13.53
2009-05-02,naive,2009-03-12,19.247,12.525
2009-05-03,naive,2009-03-12,19.247,10.32
2009-05-05,naive,2009-03-12,19.247,13.363
2009-05-06,naive,2009-03-12,19.247,16.148
2009-05-08,naive,2009-03-12,19.247,16.935
2009-05-10,naive,2009-03-12,19.247,18.173
2009-05-11,naive,2009-03-12,19.247,18.168
2009-06-01,naive,2009-03-12,19.247,13.594
2009-06-02,naive,2009-03-12,19.247,12.734
2009-06-03,naive,2009-03-12,19.247,10.387
2009-06-04,naive,2009-03-12,19.247,11.94
2009-06-05,naive,2009-03-12,19.247,13.246
2009-06-07,naive,2009-03-12,19.247,15.627
2009-06-08,naive,2009-03-12,19.247,16.707
2009-06-10,naive,2009-03-12,19.247,18.14
2009-06-11,naive,2009-03-12,19.247,18.28
2009-07-01,naive,2009-03-12,19.247,13.09
2009-07-05,naive,2009-03-12,19.247,13.409
2009-07-07,naive,2009-03-12,19.247,15.827
2009-07-08,naive,2009-03-12,19.247,16.527
2009-07-09,naive,2009-03-12,19.247,17.421
2009-04-02,seasonal_naive,2009-03-12,18.872,12.595
2009-04-03,seasonal_naive,2009-03-12,19.485,10.468
2009-04-05,seasonal_naive,2009-03-12,17.023,13.433
2009-04-06,seasonal_naive,2009-03-12,17.438,16.255
2009-04-08,seasonal_naive,2009-03-12,19.256,16.919
2009-04-09,seasonal_naive,2009-03-12,20.439,17.133
2009-04-11,seasonal_naive,2009-03-12,18.873,18.031
2009-04-12,seasonal_naive,2009-03-12,19.407,19.287
2009-05-01,seasonal_naive,2009-03-12,17.02,13.53
2009-05-02,seasonal_naive,2009-03-12,17.429,12.525
2009-05-03,seasonal_naive,2009-03-12,18.811,10.32
2009-05-05,seasonal_naive,2009-03-12,19.053,13.363
2009-05-06,seasonal_naive,2009-03-12,20.962,16.148
2009-05-08,seasonal_naive,2009-03-12,19.055,16.935
2009-05-10,seasonal_naive,2009-03-12,19.492,18.173
2009-05-11,seasonal_naive,2009-03-12,17.002,18.168
2009-06-01,seasonal_naive,2009-03-12,17.232,13.594
2009-06-02,seasonal_naive,2009-03-12,18.832,12.734
2009-06-03,seasonal_naive,2009-03-12,19.257,10.387
2009-06-04,seasonal_naive,2009-03-12,20.973,11.94
2009-06-05,seasonal_naive,2009-03-12,16.679,13.246
2009-06-07,seasonal_naive,2009-03-12,17.081,15.627
2009-06-08,seasonal_naive,2009-03-12,18.828,16.707
2009-06-10,seasonal_naive,2009-03-12,19.266,18.14
2009-06-11,seasonal_naive,2009-03-12,20.48,18.28
2009-07-01,seasonal_naive,2009-03-12,20.951,13.09
2009-07-05,seasonal_naive,2009-03-12,18.991,13.409
2009-07-07,seasonal_naive,2009-03-12,16.266,15.827
2009-07-08,seasonal_naive,2009-03-12,16.874,16.527
2009-07-09,seasonal_naive,2009-03-12,17.449,17.421
2009-04-02,arima,2009-03-12,15.16790778686683,12.595
2009-04-03,arima,2009-03-12,13.520839417378953,10.468
2009-04-05,arima,2009-03-12,13.71059777627304,13.433
2009-04-06,arima,2009-03-12,14.747208860723159,16.255
2009-04-08,arima,2009-03-12,15.816484499423186,16.919
2009-04-09,arima,2009-03-12,16.499031929663953,17.133
2009-04-11,arima,2009-03-12,16.730937963173456,18.031
2009-04-12,arima,2009-03-12,16.650114899718673,19.287
2009-05-01,arima,2009-03-12,16.443398697514088,13.53
2009-05-02,arima,2009-03-12,16.25165909846998,12.525
2009-05-03,arima,2009-03-12,16.139683149656044,10.32
2009-05-05,arima,2009-03-12,16.10979660672477,13.363
2009-05-06,arima,2009-03-12,16.132218976845323,16.148
2009-05-08,arima,2009-03-12,16.172342858074728,16.935
2009-05-10,arima,2009-03-12,16.206192623437374,18.173
2009-05-11,arima,2009-03-12,16.22414588245059,18.168
2009-06-01,arima,2009-03-12,16.22738374228064,13.594
2009-06-02,arima,2009-03-12,16.222043657132055,12.734
2009-06-03,arima,2009-03-12,16.2144276756966,10.387
2009-06-04,arima,2009-03-12,16.208544604622887,11.94
2009-06-05,arima,2009-03-12,16.205745562883575,13.246
2009-06-07,arima,2009-03-12,16.205543571867338,15.627
2009-06-08,arima,2009-03-12,16.20671620102367,16.707
2009-06-10,arima,2009-03-12,16.20813409774301,18.14
2009-06-11,arima,2009-03-12,16.20914015250703,18.28
2009-07-01,arima,2009-03-12,16.209561064415773,13.09
2009-07-05,arima,2009-03-12,16.209530753690455,13.409
2009-07-07,arima,2009-03-12,16.209286265000472,15.827
2009-07-08,arima,2009-03-12,16.209026850246097,16.527
2009-07-09,arima,2009-03-12,16.20885775825292,17.421
2009-04-02,ets,2009-03-12,15.51020203040768,12.595
2009-04-03,ets,2009-03-12,15.492449680798623,10.468
2009-04-05,ets,2009-03-12,15.474786092937611,13.433
2009-04-06,ets,2009-03-12,15.457210823015906,16.255
2009-04-08,ets,2009-03-12,15.43972342944381,16.919
2009-04-09,ets,2009-03-12,15.422323472839572,17.133
2009-04-11,ets,2009-03-12,15.405010516018358,18.031
2009-04-12,ets,2009-03-12,15.387784123981247,19.287
2009-05-01,ets,2009-03-12,15.370643863904323,13.53
2009-05-02,ets,2009-03-12,15.353589305127784,12.525
2009-05-03,ets,2009-03-12,15.336620019145128,10.32
2009-05-05,ets,2009-03-12,15.319735579592384,13.363
2009-05-06,ets,2009-03-12,15.302935562237405,16.148
2009-05-08,ets,2009-03-12,15.2862195449692,16.935
2009-05-10,ets,2009-03-12,15.269587107787336,18.173
2009-05-11,ets,2009-03-12,15.253037832791382,18.168
2009-06-01,ets,2009-03-12,15.236571304170408,13.594
2009-06-02,ets,2009-03-12,15.220187108192537,12.734
2009-06-03,ets,2009-03-12,15.203884833194557,10.387
2009-06-04,ets,2009-03-12,15.187664069571566,11.94
2009-06-05,ets,2009-03-12,15.171524409766691,13.246
2009-06-07,ets,2009-03-12,15.15546544826084,15.627
2009-06-08,ets,2009-03-12,15.139486781562518,16.707
2009-06-10,ets,2009-03-12,15.123588008197688,18.14
2009-06-11,ets,2009-03-12,15.107768728699682,18.28
2009-07-01,ets,2009-03-12,15.092028545599165,13.09
2009-07-05,ets,2009-03-12,15.076367063414152,13.409
2009-07-07,ets,2009-03-12,15.060783888640064,15.827
2009-07-08,ets,2009-03-12,15.045278629739846,16.527
2009-07-09,ets,2009-03-12,15.029850897134128,17.421
2009-07-10,naive,2009-07-09,17.421,18.17
2009-07-12,naive,2009-07-09,17.421,19.169
2009-08-04,naive,2009-07-09,17.421,12.153
2009-08-05,naive,2009-07-09,17.421,13.338
2009-08-06,naive,2009-07-09,17.421,15.824
2009-08-07,naive,2009-07-09,17.421,15.537
2009-08-09,naive,2009-07-09,17.421,17.424
2009-08-10,naive,2009-07-09,17.421,18.134
2009-08-12,naive,2009-07-09,17.421,19.352
2009-09-01,naive,2009-07-09,17.421,12.997
2009-09-02,naive,2009-07-09,17.421,12.939
2009-09-03,naive,2009-07-09,17.421,10.27
2009-09-04,naive,2009-07-09,17.421,12.26
2009-09-06,naive,2009-07-09,17.421,16.128
2009-09-07,naive,2009-07-09,17.421,15.526
2009-09-09,naive,2009-07-09,17.421,17.348
