scheme_code,method,MAE,RMSE,MAPE
100121,arima,1.550930308114322,2.1756839613181223,7.494840687362184
100121,ets,1.606284088647029,2.184829310304522,7.681994710235061
100121,naive,1.9416958333333334,2.6879658026563504,9.501834040928218
100121,seasonal_naive,4.428184375,5.532661997082267,19.315175932133418
100122,arima,5.964076416655985,8.982952982330518,8.515038556622901
100122,ets,6.453613615174321,9.633394283904858,9.154679452995858
100122,naive,6.878429166666667,10.56047502176946,10.042390626215896
100122,seasonal_naive,27.082615625,32.5909382017424,32.54934152107527
