date,method,origin_date,pred,actual
2008-04-11,naive,2008-04-09,34.7,26.871
2008-04-12,naive,2008-04-09,34.7,24.481
2008-05-02,naive,2008-04-09,34.7,38.828
2008-05-03,naive,2008-04-09,34.7,35.877
2008-05-05,naive,2008-04-09,34.7,36.779
2008-05-06,naive,2008-04-09,34.7,34.352
2008-05-08,naive,2008-04-09,34.7,34.021
2008-05-09,naive,2008-04-09,34.7,34.357
2008-05-11,naive,2008-04-09,34.7,26.563
2008-05-12,naive,2008-04-09,34.7,24.153
2008-06-02,naive,2008-04-09,34.7,38.219
2008-06-05,naive,2008-04-09,34.7,36.712
2008-06-06,naive,2008-04-09,34.7,34.102
2008-06-08,naive,2008-04-09,34.7,34.061
2008-06-10,naive,2008-04-09,34.7,29.924
2008-06-11,naive,2008-04-09,34.7,26.039
2008-07-01,naive,2008-04-09,34.7,41.841
2008-07-02,naive,2008-04-09,34.7,37.79
2008-07-03,naive,2008-04-09,34.7,35.134
2008-07-04,naive,2008-04-09,34.7,34.206
2008-07-05,naive,2008-04-09,34.7,36.671
2008-07-07,naive,2008-04-09,34.7,31.424
2008-07-08,naive,2008-04-09,34.7,34.104
2008-07-10,naive,2008-04-09,34.7,29.662
2008-07-11,naive,2008-04-09,34.7,26.312
2008-08-01,naive,2008-04-09,34.7,41.495
2008-08-02,naive,2008-04-09,34.7,37.524
2008-08-04,naive,2008-04-09,34.7,34.119
2008-08-05,naive,2008-04-09,34.7,36.181
2008-08-07,naive,2008-04-09,34.7,31.186
2008-04-11,seasonal_naive,2008-04-09,34.7,26.871
2008-04-12,seasonal_naive,2008-04-09,34.7,24.481
2008-05-02,seasonal_naive,2008-04-09,34.7,38.828
2008-05-03,seasonal_naive,2008-04-09,34.7,35.877
2008-05-05,seasonal_naive,2008-04-09,34.7,36.779
2008-05-06,seasonal_naive,2008-04-09,34.7,34.352
2008-05-08,seasonal_naive,2008-04-09,34.7,34.021
2008-05-09,seasonal_naive,2008-04-09,34.7,34.357
2008-05-11,seasonal_naive,2008-04-09,34.7,26.563
2008-05-12,seasonal_naive,2008-04-09,34.7,24.153
2008-06-02,seasonal_naive,2008-04-09,34.7,38.219
2008-06-05,seasonal_naive,2008-04-09,34.7,36.712
2008-06-06,seasonal_naive,2008-04-09,34.7,34.102
2008-06-08,seasonal_naive,2008-04-09,34.7,34.061
2008-06-10,seasonal_naive,2008-04-09,34.7,29.924
2008-06-11,seasonal_naive,2008-04-09,34.7,26.039
2008-07-01,seasonal_naive,2008-04-09,34.7,41.841
2008-07-02,seasonal_naive,2008-04-09,34.7,37.79
2008-07-03,seasonal_naive,2008-04-09,34.7,35.134
2008-07-04,seasonal_naive,2008-04-09,34.7,34.206
2008-07-05,seasonal_naive,2008-04-09,34.7,36.671
2008-07-07,seasonal_naive,2008-04-09,34.7,31.424
2008-07-08,seasonal_naive,2008-04-09,34.7,34.104
2008-07-10,seasonal_naive,2008-04-09,34.7,29.662
2008-07-11,seasonal_naive,2008-04-09,34.7,26.312
2008-08-01,seasonal_naive,2008-04-09,34.7,41.495
2008-08-02,seasonal_naive,2008-04-09,34.7,37.524
2008-08-04,seasonal_naive,2008-04-09,34.7,34.119
2008-08-05,seasonal_naive,2008-04-09,34.7,36.181
2008-08-07,seasonal_naive,2008-04-09,34.7,31.186
2008-04-11,arima,2008-04-09,34.06038821168896,26.871
2008-04-12,arima,2008-04-09,33.68738558040712,24.481
2008-05-02,arima,2008-04-09,33.637301212522694,38.828
2008-05-03,arima,2008-04-09,33.668154084378834,35.877
2008-05-05,arima,2008-04-09,33.68577598381635,36.779
2008-05-06,arima,2008-04-09,33.68805896983321,34.352
2008-05-08,arima,2008-04-09,33.686571543983845,34.021
2008-05-09,arima,2008-04-09,33.685739210226664,34.357
2008-05-11,arima,2008-04-09,33.68563532473374,26.563
2008-05-12,arima,2008-04-09,33.68570699584439,24.153
2008-06-02,arima,2008-04-09,33.685746300663034,38.219
2008-06-05,arima,2008-04-09,33.68575101906711,36.712
2008-06-06,arima,2008-04-09,33.685747567391495,34.102
2008-06-08,arima,2008-04-09,33.68574571173722,34.061
2008-06-10,arima,2008-04-09,33.68574549786545,29.924
2008-06-11,arima,2008-04-09,33.68574566401543,26.039
2008-07-01,arima,2008-04-09,33.68574575160467,41.841
2008-07-02,arima,2008-04-09,33.68574576127741,37.79
2008-07-03,arima,2008-04-09,33.68574575328345,35.134
2008-07-04,arima,2008-04-09,33.68574574915006,34.206
2008-07-05,arima,2008-04-09,33.68574574871365,36.671
2008-07-07,arima,2008-04-09,33.68574574909808,31.424
2008-07-08,arima,2008-04-09,33.6857457492931,34.104
2008-07-10,arima,2008-04-09,33.68574574931274,29.662
2008-07-11,arima,2008-04-09,33.685745749294256,26.312
2008-08-01,arima,2008-04-09,33.685745749285054,41.495
2008-08-02,arima,2008-04-09,33.68574574928417,37.524
2008-08-04,arima,2008-04-09,33.68574574928506,34.119
2008-08-05,arima,2008-04-09,33.685745749285495,36.181
2008-08-07,arima,2008-04-09,33.68574574928554,31.186
2008-04-11,ets,2008-04-09,34.269125795790785,26.871
2008-04-12,ets,2008-04-09,34.28484202924008,24.481
2008-05-02,ets,2008-04-09,34.30045902292903,38.828
2008-05-03,ets,2008-04-09,34.31597740350461,35.877
2008-05-05,ets,2008-04-09,34.33139779365683,36.779
2008-05-06,ets,2008-04-09,34.346720812143765,34.352
2008-05-08,ets,2008-04-09,34.361947073816324,34.021
2008-05-09,ets,2008-04-09,34.377077189642996,34.357
2008-05-11,ets,2008-04-09,34.39211176673429,26.563
2008-05-12,ets,2008-04-09,34.40705140836714,24.153
2008-06-02,ets,2008-04-09,34.42189671400912,38.219
2008-06-05,ets,2008-04-09,34.436648279342464,36.712
2008-06-06,ets,2008-04-09,34.45130669628799,34.102
2008-06-08,ets,2008-04-09,34.46587255302885,34.061
2008-06-10,ets,2008-04-09,34.480346434034125,29.924
2008-06-11,ets,2008-04-09,34.494728920082274,26.039
2008-07-01,ets,2008-04-09,34.50902058828446,41.841
2008-07-02,ets,2008-04-09,34.52322201210768,37.79
2008-07-03,ets,2008-04-09,34.5373337613978,35.134
2008-07-04,ets,2008-04-09,34.551356402402384,34.206
2008-07-05,ets,2008-04-09,34.56529049779348,36.671
2008-07-07,ets,2008-04-09,34.57913660669011,31.424
2008-07-08,ets,2008-04-09,34.5928952846808,34.104
2008-07-10,ets,2008-04-09,34.60656708384579,29.662
2008-07-11,ets,2008-04-09,34.620152552779246,26.312
2008-08-01,ets,2008-04-09,34.63365223661123,41.495
2008-08-02,ets,2008-04-09,34.64706667702962,37.524
2008-08-04,ets,2008-04-09,34.660396412301786,34.119
2008-08-05,ets,2008-04-09,34.673641977296256,36.181
2008-08-07,ets,2008-04-09,34.68680390350413,31.186
2008-08-08,naive,2008-08-07,31.186,34.143
2008-08-09,naive,2008-08-07,31.186,34.772
2008-08-10,naive,2008-08-07,31.186,28.843
2008-08-12,naive,2008-08-07,31.186,24.315
2008-09-01,naive,2008-08-07,31.186,41.428
2008-09-04,naive,2008-08-07,31.186,34.379
2008-09-05,naive,2008-08-07,31.186,35.726
2008-09-06,naive,2008-08-07,31.186,33.339
2008-09-07,naive,2008-08-07,31.186,31.822
2008-09-09,naive,2008-08-07,31.186,34.732
2008-10-01,naive,2008-08-07,31.186,41.002
2008-10-03,naive,2008-08-07,31.186,34.839
2008-10-04,naive,2008-08-07,31.186,34.362
2008-10-06,naive,2008-08-07,31.186,33.257
2008-10-07,naive,2008-08-07,31.186,31.771
2008-10-09,naive,2008-08-07,31.186,34.541
2008-10-10,naive,2008-08-07,31.186,27.49
2008-10-11,naive,2008-08-07,31.186,26.95
2008-10-12,naive,2008-08-07,31.186,24.951
2008-11-01,naive,2008-08-07,31.186,41.45
2008-11-02,naive,2008-08-07,31.186,36.655
2008-11-03,naive,2008-08-07,31.186,35.283
2008-11-04,naive,2008-08-07,31.186,34.461
2008-11-06,naive,2008-08-07,31.186,33.526
2008-11-07,naive,2008-08-07,31.186,31.292
2008-11-08,naive,2008-08-07,31.186,34.63
2008-11-09,naive,2008-08-07,31.186,34.166
2008-11-11,naive,2008-08-07,31.186,26.183
2008-11-12,naive,2008-08-07,31.186,25.096
2008-12-02,naive,2008-08-07,31.186,36.087
2008-08-08,seasonal_naive,2008-08-07,31.186,34.143
2008-08-09,seasonal_naive,2008-08-07,31.186,34.772
2008-08-10,seasonal_naive,2008-08-07,31.186,28.843
2008-08-12,seasonal_naive,2008-08-07,31.186,24.315
2008-09-01,seasonal_naive,2008-08-07,31.186,41.428
2008-09-04,seasonal_naive,2008-08-07,31.186,34.379
2008-09-05,seasonal_naive,2008-08-07,31.186,35.726
2008-09-06,seasonal_naive,2008-08-07,31.186,33.339
2008-09-07,seasonal_naive,2008-08-07,31.186,31.822
2008-09-09,seasonal_naive,2008-08-07,31.186,34.732
2008-10-01,seasonal_naive,2008-08-07,31.186,41.002
2008-10-03,seasonal_naive,2008-08-07,31.186,34.839
2008-10-04,seasonal_naive,2008-08-07,31.186,34.362
2008-10-06,seasonal_naive,2008-08-07,31.186,33.257
2008-10-07,seasonal_naive,2008-08-07,31.186,31.771
2008-10-09,seasonal_naive,2008-08-07,31.186,34.541
2008-10-10,seasonal_naive,2008-08-07,31.186,27.49
2008-10-11,seasonal_naive,2008-08-07,31.186,26.95
2008-10-12,seasonal_naive,2008-08-07,31.186,24.951
2008-11-01,seasonal_naive,2008-08-07,31.186,41.45
2008-11-02,seasonal_naive,2008-08-07,31.186,36.655
2008-11-03,seasonal_naive,2008-08-07,31.186,35.283
2008-11-04,seasonal_naive,2008-08-07,31.186,34.461
2008-11-06,seasonal_naive,2008-08-07,31.186,33.526
2008-11-07,seasonal_naive,2008-08-07,31.186,31.292
2008-11-08,seasonal_naive,2008-08-07,31.186,34.63
2008-11-09,seasonal_naive,2008-08-07,31.186,34.166
2008-11-11,seasonal_naive,2008-08-07,31.186,26.183
2008-11-12,seasonal_naive,2008-08-07,31.186,25.096
2008-12-02,seasonal_naive,2008-08-07,31.186,36.087
2008-08-08,arima,2008-08-07,32.51741085376639,34.143
2008-08-09,arima,2008-08-07,33.76034880368374,34.772
2008-08-10,arima,2008-08-07,33.915052039214274,28.843
2008-08-12,arima,2008-08-07,33.753591468232266,24.315
2008-09-01,arima,2008-08-07,33.67852719407772,41.428
2008-09-04,arima,2008-08-07,33.68278181291742,34.379
2008-09-05,arima,2008-08-07,33.6966687783288,35.726
2008-09-06,arima,2008-08-07,33.700178989307275,33.339
2008-09-07,arima,2008-08-07,33.69891699370938,31.822
2008-09-09,arima,2008-08-07,33.697944259129834,34.732
2008-10-01,arima,2008-08-07,33.697860097930494,41.002
2008-10-03,arima,2008-08-07,33.69799768557788,34.839
2008-10-04,arima,2008-08-07,33.698053654282056,34.362
2008-10-06,arima,2008-08-07,33.69804759634537,33.257
2008-10-07,arima,2008-08-07,33.698036364357655,31.771
2008-10-09,arima,2008-08-07,33.69803396423188,34.541
2008-10-10,arima,2008-08-07,33.698035118478465,27.49
2008-10-11,arima,2008-08-07,33.698035872210404,26.95
2008-10-12,arima,2008-08-07,33.69803590783409,24.951
2008-11-01,arima,2008-08-07,33.69803579222296,41.45
2008-11-02,arima,2008-08-07,33.6980357510815,36.655
2008-11-03,arima,2008-08-07,33.69803575796261,35.283
2008-11-04,arima,2008-08-07,33.698035766957545,34.461
2008-11-06,arima,2008-08-07,33.698035768539135,33.526
2008-11-07,arima,2008-08-07,33.69803576751121,31.292
2008-11-08,arima,2008-08-07,33.69803576693322,34.63
2008-11-09,arima,2008-08-07,33.698035766929856,34.166
2008-11-11,arima,2008-08-07,33.6980357670258,26.183
2008-11-12,arima,2008-08-07,33.69803576705554,25.096
2008-12-02,arima,2008-08-07,33.698035767048495,36.087
2008-08-08,ets,2008-08-07,34.10977176534539,34.143
2008-08-09,ets,2008-08-07,34.11797348588648,34.772
2008-08-10,ets,2008-08-07,34.12610191801486,28.843
2008-08-12,ets,2008-08-07,34.13415771661647,24.315
2008-09-01,ets,2008-08-07,34.14214153072535,41.428
2008-09-04,ets,2008-08-07,34.15005400357595,34.379
2008-09-05,ets,2008-08-07,34.15789577265496,35.726
2008-09-06,ets,2008-08-07,34.165667469752634,33.339
2008-09-07,ets,2008-08-07,34.17336972101373,31.822
2008-09-09,ets,2008-08-07,34.181003146987926,34.732
2008-10-01,ets,2008-08-07,34.18856836267987,41.002
2008-10-03,ets,2008-08-07,34.196065977598636,34.839
2008-10-04,ets,2008-08-07,34.203496595806925,34.362
2008-10-06,ets,2008-08-07,34.210860815969674,33.257
2008-10-07,ets,2008-08-07,34.218159231402325,31.771
2008-10-09,ets,2008-08-07,34.225392430118596,34.541
2008-10-10,ets,2008-08-07,34.23256099487787,27.49
2008-10-11,ets,2008-08-07,34.23966550323215,26.95
2008-10-12,ets,2008-08-07,34.246706527572584,24.951
2008-11-01,ets,2008-08-07,34.25368463517559,41.45
2008-11-02,ets,2008-08-07,34.26060038824854,36.655
2008-11-03,ets,2008-08-07,34.26745434397509,35.283
2008-11-04,ets,2008-08-07,34.27424705456002,34.461
2008-11-06,ets,2008-08-07,34.28097906727378,33.526
2008-11-07,ets,2008-08-07,34.287650924496546,31.292
2008-11-08,ets,2008-08-07,34.29426316376193,34.63
2008-11-09,ets,2008-08-07,34.30081631780028,34.166
2008-11-11,ets,2008-08-07,34.30731091458162,26.183
2008-11-12,ets,2008-08-07,34.31374747735814,25.096
2008-12-02,ets,2008-08-07,34.32012652470643,36.087
2008-12-03,naive,2008-12-02,36.087,35.273
2008-12-05,naive,2008-12-02,36.087,35.593
2008-12-06,naive,2008-12-02,36.087,33.741
2008-12-08,naive,2008-12-02,36.087,34.571
2008-12-09,naive,2008-12-02,36.087,33.746
2008-12-11,naive,2008-12-02,36.087,25.789
2008-12-12,naive,2008-12-02,36.087,25.259
2009-01-01,naive,2008-12-02,36.087,26.213
2009-01-04,naive,2008-12-02,36.087,26.158
2009-01-06,naive,2008-12-02,36.087,35.692
2009-01-07,naive,2008-12-02,36.087,36.305
2009-01-09,naive,2008-12-02,36.087,38.343
2009-01-10,naive,2008-12-02,36.087,41.487
2009-01-12,naive,2008-12-02,36.087,43.299
2009-02-01,naive,2008-12-02,36.087,26.526
2009-02-02,naive,2008-12-02,36.087,24.992
2009-02-03,naive,2008-12-02,36.087,24.112
2009-02-04,naive,2008-12-02,36.087,26.692
2009-02-06,naive,2008-12-02,36.087,36.058
2009-02-07,naive,2008-12-02,36.087,36.255
2009-02-09,naive,2008-12-02,36.087,38.255
2009-02-12,naive,2008-12-02,36.087,43.425
2009-03-02,naive,2008-12-02,36.087,25.013
2009-03-03,naive,2008-12-02,36.087,23.695
2009-03-06,naive,2008-12-02,36.087,36.509
2009-03-07,naive,2008-12-02,36.087,36.57
2009-03-08,naive,2008-12-02,36.087,38.4
2009-03-09,naive,2008-12-02,36.087,38.336
2009-03-11,naive,2008-12-02,36.087,40.356
2009-03-12,naive,2008-12-02,36.087,43.523
2008-12-03,seasonal_naive,2008-12-02,36.087,35.273
2008-12-05,seasonal_naive,2008-12-02,36.087,35.593
2008-12-06,seasonal_naive,2008-12-02,36.087,33.741
2008-12-08,seasonal_naive,2008-12-02,36.087,34.571
2008-12-09,seasonal_naive,2008-12-02,36.087,33.746
2008-12-11,seasonal_naive,2008-12-02,36.087,25.789
2008-12-12,seasonal_naive,2008-12-02,36.087,25.259
2009-01-01,seasonal_naive,2008-12-02,36.087,26.213
2009-01-04,seasonal_naive,2008-12-02,36.087,26.158
2009-01-06,seasonal_naive,2008-12-02,36.087,35.692
2009-01-07,seasonal_naive,2008-12-02,36.087,36.305
2009-01-09,seasonal_naive,2008-12-02,36.087,38.343
2009-01-10,seasonal_naive,2008-12-02,36.087,41.487
2009-01-12,seasonal_naive,2008-12-02,36.087,43.299
2009-02-01,seasonal_naive,2008-12-02,36.087,26.526
2009-02-02,seasonal_naive,2008-12-02,36.087,24.992
2009-02-03,seasonal_naive,2008-12-02,36.087,24.112
2009-02-04,seasonal_naive,2008-12-02,36.087,26.692
2009-02-06,seasonal_naive,2008-12-02,36.087,36.058
2009-02-07,seasonal_naive,2008-12-02,36.087,36.255
2009-02-09,seasonal_naive,2008-12-02,36.087,38.255
2009-02-12,seasonal_naive,2008-12-02,26.458,43.425
2009-03-02,seasonal_naive,2008-12-02,26.836,25.013
2009-03-03,seasonal_naive,2008-12-02,28.99,23.695
2009-03-06,seasonal_naive,2008-12-02,31.721,36.509
2009-03-07,seasonal_naive,2008-12-02,32.387,36.57
2009-03-08,seasonal_naive,2008-12-02,30.101,38.4
2009-03-09,seasonal_naive,2008-12-02,26.801,38.336
2009-03-11,seasonal_naive,2008-12-02,27.061,40.356
2009-03-12,seasonal_naive,2008-12-02,31.719,43.523
2008-12-03,arima,2008-12-02,35.802855117218925,35.273
2008-12-05,arima,2008-12-02,34.43353111942524,35.593
2008-12-06,arima,2008-12-02,33.11948235675922,33.741
2008-12-08,arima,2008-12-02,32.31271735675305,34.571
2008-12-09,arima,2008-12-02,32.01346486686885,33.746
2008-12-11,arima,2008-12-02,32.034738939532595,25.789
2008-12-12,arima,2008-12-02,32.18093526781864,25.259
2009-01-01,arima,2008-12-02,32.32498397218796,26.213
2009-01-04,arima,2008-12-02,32.415043474895285,26.158
2009-01-06,arima,2008-12-02,32.44954228071036,35.692
2009-01-07,arima,2008-12-02,32.44831040639436,36.305
2009-01-09,arima,2008-12-02,32.43273272917949,38.343
2009-01-10,arima,2008-12-02,32.41695520657156,41.487
2009-01-12,arima,2008-12-02,32.40691086158336,43.299
2009-02-01,arima,2008-12-02,32.402943814077425,26.526
2009-02-02,arima,2008-12-02,32.4029563703491,24.992
2009-02-03,arima,2008-12-02,32.40461267806456,24.112
2009-02-04,arima,2008-12-02,32.40633928639638,26.692
2009-02-06,arima,2008-12-02,32.4074585464947,36.058
2009-02-07,arima,2008-12-02,32.40791365384617,36.255
2009-02-09,arima,2008-12-02,32.407925901483765,38.255
2009-02-12,arima,2008-12-02,32.407750198743436,43.425
2009-03-02,arima,2008-12-02,32.407561413670955,25.013
2009-03-03,arima,2008-12-02,32.407436800291336,23.695
2009-03-06,arima,2008-12-02,32.407384702616135,36.509
2009-03-07,arima,2008-12-02,32.40738184584984,36.57
2009-03-08,arima,2008-12-02,32.40740043808482,38.4
2009-03-09,arima,2008-12-02,32.407421061125284,38.336
2009-03-11,arima,2008-12-02,32.40743492321623,40.356
2009-03-12,arima,2008-12-02,32.40744087499101,43.523
2008-12-03,ets,2008-12-02,33.799780433926266,35.273
2008-12-05,ets,2008-12-02,33.80327814543414,35.593
2008-12-06,ets,2008-12-02,33.80673463507156,33.741
2008-12-08,ets,2008-12-02,33.810150388654066,34.571
2008-12-09,ets,2008-12-02,33.81352588627167,33.746
2008-12-11,ets,2008-12-02,33.816861602356354,25.789
2008-12-12,ets,2008-12-02,33.82015800574872,25.259
2009-01-01,ets,2008-12-02,33.82341555976393,26.213
2009-01-04,ets,2008-12-02,33.826634722256756,26.158
2009-01-06,ets,2008-12-02,33.829815945686015,35.692
2009-01-07,ets,2008-12-02,33.8329596771781,36.305
2009-01-09,ets,2008-12-02,33.836066358589875,38.343
2009-01-10,ets,2008-12-02,33.83913642657072,41.487
2009-01-12,ets,2008-12-02,33.84217031262395,43.299
2009-02-01,ets,2008-12-02,33.845168443167445,26.526
2009-02-02,ets,2008-12-02,33.8481312395936,24.992
2009-02-03,ets,2008-12-02,33.851059118328514,24.112
2009-02-04,ets,2008-12-02,33.85395249089057,26.692
2009-02-06,ets,2008-12-02,33.85681176394824,36.058
2009-02-07,ets,2008-12-02,33.85963733937724,36.255
2009-02-09,ets,2008-12-02,33.86242961431703,38.255
2009-02-12,ets,2008-12-02,33.86518898122666,43.425
2009-03-02,ets,2008-12-02,33.86791582793986,25.013
2009-03-03,ets,2008-12-02,33.87061053771961,23.695
2009-03-06,ets,2008-12-02,33.87327348931198,36.509
2009-03-07,ets,2008-12-02,33.875905056999386,36.57
2009-03-08,ets,2008-12-02,33.87850561065317,38.4
2009-03-09,ets,2008-12-02,33.88107551578561,38.336
2009-03-11,ets,2008-12-02,33.88361513360127,40.356
2009-03-12,ets,2008-12-02,33.88612482104778,43.523
2009-04-02,naive,2009-03-12,43.523,25.017
2009-04-03,naive,2009-03-12,43.523,23.672
2009-04-05,naive,2009-03-12,43.523,30.376
2009-04-06,naive,2009-03-12,43.523,36.759
2009-04-08,naive,2009-03-12,43.523,38.26
2009-04-09,naive,2009-03-12,43.523,38.745
2009-04-11,naive,2009-03-12,43.523,40.774
2009-04-12,naive,2009-03-12,43.523,43.614
2009-05-01,naive,2009-03-12,43.523,26.876
2009-05-02,naive,2009-03-12,43.523,24.88
2009-05-03,naive,2009-03-12,43.523,23.337
2009-05-05,naive,2009-03-12,43.523,30.219
2009-05-06,naive,2009-03-12,43.523,36.518
2009-05-08,naive,2009-03-12,43.523,38.296
2009-05-10,naive,2009-03-12,43.523,41.096
2009-05-11,naive,2009-03-12,43.523,41.085
2009-06-01,naive,2009-03-12,43.523,27.004
2009-06-02,naive,2009-03-12,43.523,25.295
2009-06-03,naive,2009-03-12,43.523,23.489
2009-06-04,naive,2009-03-12,43.523,27.001
2009-06-05,naive,2009-03-12,43.523,29.955
2009-06-07,naive,2009-03-12,43.523,35.338
2009-06-08,naive,2009-03-12,43.523,37.78
2009-06-10,naive,2009-03-12,43.523,41.022
2009-06-11,naive,2009-03-12,43.523,41.336
2009-07-01,naive,2009-03-12,43.523,26.001
2009-07-05,naive,2009-03-12,43.523,30.322
2009-07-07,naive,2009-03-12,43.523,35.791
2009-07-08,naive,2009-03-12,43.523,37.374
2009-07-09,naive,2009-03-12,43.523,39.395
2009-04-02,seasonal_naive,2009-03-12,29.354,25.017
2009-04-03,seasonal_naive,2009-03-12,30.307,23.672
2009-04-05,seasonal_naive,2009-03-12,26.47,30.376
2009-04-06,seasonal_naive,2009-03-12,27.117,36.759
2009-04-08,seasonal_naive,2009-03-12,29.944,38.26
2009-04-09,seasonal_naive,2009-03-12,31.785,38.745
2009-04-11,seasonal_naive,2009-03-12,29.355,40.774
2009-04-12,seasonal_naive,2009-03-12,30.186,43.614
2009-05-01,seasonal_naive,2009-03-12,26.466,26.876
2009-05-02,seasonal_naive,2009-03-12,27.104,24.88
2009-05-03,seasonal_naive,2009-03-12,29.252,23.337
2009-05-05,seasonal_naive,2009-03-12,29.629,30.219
2009-05-06,seasonal_naive,2009-03-12,32.597,36.518
2009-05-08,seasonal_naive,2009-03-12,29.639,38.296
2009-05-10,seasonal_naive,2009-03-12,30.318,41.096
2009-05-11,seasonal_naive,2009-03-12,26.44,41.085
2009-06-01,seasonal_naive,2009-03-12,26.795,27.004
2009-06-02,seasonal_naive,2009-03-12,29.285,25.295
2009-06-03,seasonal_naive,2009-03-12,29.946,23.489
2009-06-04,seasonal_naive,2009-03-12,32.615,27.001
2009-06-05,seasonal_naive,2009-03-12,25.937,29.955
2009-06-07,seasonal_naive,2009-03-12,26.56,35.338
2009-06-08,seasonal_naive,2009-03-12,29.279,37.78
2009-06-10,seasonal_naive,2009-03-12,29.96,41.022
2009-06-11,seasonal_naive,2009-03-12,31.848,41.336
2009-07-01,seasonal_naive,2009-03-12,32.58,26.001
2009-07-05,seasonal_naive,2009-03-12,29.539,30.322
2009-07-07,seasonal_naive,2009-03-12,25.296,35.791
2009-07-08,seasonal_naive,2009-03-12,26.238,37.374
2009-07-09,seasonal_naive,2009-03-12,27.135,39.395
2009-04-02,arima,2009-03-12,34.328908780513615,25.017
2009-04-03,arima,2009-03-12,30.51728152572855,23.672
2009-04-05,arima,2009-03-12,30.666686344123764,30.376
2009-04-06,arima,2009-03-12,32.725652241811865,36.759
2009-04-08,arima,2009-03-12,35.02902014341686,38.26
2009-04-09,arima,2009-03-12,36.66949295787289,38.745
2009-04-11,arima,2009-03-12,37.423617432442796,40.774
2009-04-12,arima,2009-03-12,37.48243316300383,43.614
2009-05-01,arima,2009-03-12,37.17710931629366,26.876
2009-05-02,arima,2009-03-12,36.795468754861865,24.88
2009-05-03,arima,2009-03-12,36.50593276414194,23.337
2009-05-05,arima,2009-03-12,36.360512916269265,30.219
2009-05-06,arima,2009-03-12,36.33590700196327,36.518
2009-05-08,arima,2009-03-12,36.37946824520114,38.296
2009-05-10,arima,2009-03-12,36.4419427114305,41.096
2009-05-11,arima,2009-03-12,36.49251718269004,41.085
2009-06-01,arima,2009-03-12,36.51999116419885,27.004
2009-06-02,arima,2009-03-12,36.52668256475657,25.295
2009-06-03,arima,2009-03-12,36.520811054686405,23.489
2009-06-04,arima,2009-03-12,36.5107199982386,27.001
2009-06-05,arima,2009-03-12,36.501974662575975,29.955
2009-06-07,arima,2009-03-12,36.49687146493472,35.338
2009-06-08,arima,2009-03-12,36.49530750462262,37.78
2009-06-10,arima,2009-03-12,36.49602742194483,41.022
2009-06-11,arima,2009-03-12,36.497632688370665,41.336
2009-07-01,arima,2009-03-12,36.499129848712535,26.001
2009-07-05,arima,2009-03-12,36.5000640088209,30.322
2009-07-07,arima,2009-03-12,36.50040162489167,35.791
2009-07-08,arima,2009-03-12,36.500329104215474,37.374
2009-07-09,arima,2009-03-12,36.500078276931184,39.395
2009-04-02,ets,2009-03-12,33.84983771241437,25.017
2009-04-03,ets,2009-03-12,33.85221946593806,23.672
2009-04-05,ets,2009-03-12,33.8545729189516,30.376
2009-04-06,ets,2009-03-12,33.85689840772774,36.759
2009-04-08,ets,2009-03-12,33.859196264543606,38.26
2009-04-09,ets,2009-03-12,33.86146681772813,38.745
2009-04-11,ets,2009-03-12,33.86371039170895,40.774
2009-04-12,ets,2009-03-12,33.8659273070588,43.614
2009-05-01,ets,2009-03-12,33.86811788054129,26.876
2009-05-02,ets,2009-03-12,33.87028242515619,24.88
2009-05-03,ets,2009-03-12,33.872421250184125,23.337
2009-05-05,ets,2009-03-12,33.87453466123079,30.219
2009-05-06,ets,2009-03-12,33.876622960270595,36.518
2009-05-08,ets,2009-03-12,33.87868644568985,38.296
2009-05-10,ets,2009-03-12,33.88072541232934,41.096
2009-05-11,ets,2009-03-12,33.88274015152652,41.085
2009-06-01,ets,2009-03-12,33.88473095115708,27.004
2009-06-02,ets,2009-03-12,33.88669809567614,25.295
2009-06-03,ets,2009-03-12,33.88864186615884,23.489
2009-06-04,ets,2009-03-12,33.89056254034054,27.001
2009-06-05,ets,2009-03-12,33.89246039265647,29.955
2009-06-07,ets,2009-03-12,33.894335694280976,35.338
2009-06-08,ets,2009-03-12,33.89618871316625,37.78
2009-06-10,ets,2009-03-12,33.89801971408061,41.022
2009-06-11,ets,2009-03-12,33.89982895864635,41.336
2009-07-01,ets,2009-03-12,33.90161670537711,26.001
2009-07-05,ets,2009-03-12,33.903383209714804,30.322
2009-07-07,ets,2009-03-12,33.905128724066145,35.791
2009-07-08,ets,2009-03-12,33.90685349783868,37.374
2009-07-09,ets,2009-03-12,33.90855777747645,39.395
2009-07-10,naive,2009-07-09,39.395,41.09
2009-07-12,naive,2009-07-09,39.395,43.346
2009-08-04,naive,2009-07-09,39.395,27.483
2009-08-05,naive,2009-07-09,39.395,30.162
2009-08-06,naive,2009-07-09,39.395,35.784
2009-08-07,naive,2009-07-09,39.395,35.135
2009-08-09,naive,2009-07-09,39.395,39.403
2009-08-10,naive,2009-07-09,39.395,41.008
2009-08-12,naive,2009-07-09,39.395,43.76
2009-09-01,naive,2009-07-09,39.395,25.816
2009-09-02,naive,2009-07-09,39.395,25.702
2009-09-03,naive,2009-07-09,39.395,23.226
2009-09-04,naive,2009-07-09,39.395,27.725
2009-09-06,naive,2009-07-09,39.395,36.472
2009-09-07,naive,2009-07-09,39.395,35.11
2009-09-09,naive,2009-07-09,39.395,39.231
2009-09-10,naive,2009-07-09,39.395,40.811
