date,nav
2016-03-08,10.5502
2016-03-09,10.5233
2016-03-10,10.5311
2016-03-11,10.5307
2016-03-14,10.5239
2016-03-15,10.5132
2016-03-16,10.5061
2016-03-17,10.535
2016-03-18,10.537
2016-03-21,10.5383
2016-03-22,10.5334
2016-03-23,10.532
2016-03-28,10.5247
2016-03-29,10.3431
2016-03-30,10.3674
2016-03-31,10.3769
2016-04-01,10.3771
2016-04-04,10.3735
2016-04-05,10.388
2016-04-06,10.393
2016-04-07,10.3959
2016-04-08,10.3913
2016-04-11,10.3831
2016-04-12,10.3908
2016-04-13,10.3958
2016-04-18,10.409
2016-04-20,10.3982
2016-04-21,10.4263
2016-04-22,10.4204
2016-04-25,10.4239
2016-04-26,10.4163
2016-04-27,10.4194
2016-04-28,10.4221
2016-04-29,10.428
2016-05-02,10.4303
2016-05-03,10.4309
2016-05-04,10.4398
2016-05-05,10.4317
2016-05-06,10.4416
2016-05-09,10.4423
2016-05-10,10.4455
2016-05-11,10.4619
2016-05-12,10.4512
2016-05-13,10.4626
2016-05-16,10.4584
2016-05-17,10.4618
2016-05-18,10.4656
2016-05-19,10.4736
2016-05-20,10.4634
2016-05-23,10.4615
2016-05-24,10.4643
2016-05-25,10.4575
2016-05-26,10.4705
2016-05-27,10.4631
2016-05-30,10.4705
2016-05-31,10.4552
2016-06-01,10.4717
2016-06-02,10.463
2016-06-03,10.4712
2016-06-06,10.4675
2016-06-07,10.4764
2016-06-08,10.4829
2016-06-09,10.4815
2016-06-10,10.4831
2016-06-13,10.4844
2016-06-14,10.4916
2016-06-15,10.4867
2016-06-16,10.4993
2016-06-17,10.5049
2016-06-20,10.4979
2016-06-21,10.5035
2016-06-22,10.5114
2016-06-23,10.5072
2016-06-24,10.5145
2016-06-27,10.5099
2016-06-28,10.399
2016-06-29,10.4075
2016-06-30,10.4093
2016-07-01,10.4169
2016-07-04,10.4266
2016-07-05,10.4246
2016-07-07,10.4284
2016-07-08,10.4355
2016-07-11,10.433
2016-07-12,10.4523
2016-07-13,10.4567
2016-07-14,10.4465
2016-07-15,10.4603
2016-07-18,10.4645
2016-07-19,10.4587
2016-07-20,10.4555
2016-07-21,10.4641
2016-07-22,10.4589
2016-07-25,10.4674
2016-07-26,10.4668
2016-07-27,10.4689
2016-07-28,10.4703
2016-07-29,10.4719
2016-08-01,10.4737
