date,nav
2024-12-23,10.0336
2024-12-24,10.0293
2024-12-26,10.0411
2024-12-27,10.0475
2024-12-30,10.0073
2024-12-31,10.0152
2025-01-01,10.0622
2025-01-02,10.2113
2025-01-03,10.1621
2025-01-06,9.9535
2025-01-07,10.001
2025-01-08,9.9527
2025-01-09,9.8711
2025-01-10,9.7634
2025-01-13,9.5228
2025-01-14,9.6242
2025-01-15,9.6543
2025-01-16,9.7264
2025-01-17,9.7163
2025-01-20,9.7716
2025-01-21,9.6061
2025-01-22,9.5899
2025-01-23,9.6524
2025-01-24,9.5549
2025-01-27,9.3735
2025-01-28,9.3796
2025-01-29,9.5213
2025-01-30,9.544
2025-01-31,9.6675
2025-02-03,9.5918
2025-02-04,9.7351
2025-02-05,9.7598
2025-02-06,9.7108
2025-02-07,9.7015
2025-02-10,9.5804
2025-02-11,9.3971
2025-02-12,9.3818
2025-02-13,9.3806
2025-02-14,9.2645
2025-02-17,9.2724
2025-02-18,9.2559
2025-02-19,9.3092
2025-02-20,9.3535
2025-02-21,9.2906
2025-02-24,9.1915
2025-02-25,9.1694
2025-02-27,9.1236
2025-02-28,8.9323
2025-03-03,8.9386
2025-03-04,8.9475
2025-03-05,9.0921
2025-03-06,9.1729
2025-03-07,9.171
2025-03-10,9.0929
2025-03-11,9.1086
2025-03-12,9.092
2025-03-13,9.0541
2025-03-17,9.0997
2025-03-18,9.2646
2025-03-19,9.3568
2025-03-20,9.4474
2025-03-21,9.5365
2025-03-24,9.6521
2025-03-25,9.608
2025-03-26,9.5374
2025-03-27,9.5958
2025-03-28,9.5644
2025-03-31,9.5638
2025-04-01,9.4449
2025-04-02,9.5304
2025-04-03,9.5204
2025-04-04,9.3292
2025-04-07,9.024
2025-04-08,9.186
2025-04-09,9.1323
2025-04-11,9.307
2025-04-15,9.5333
2025-04-16,9.5883
2025-04-17,9.7108
2025-04-21,9.8533
2025-04-22,9.8882
2025-04-23,9.9558
2025-04-24,9.9301
2025-04-25,9.7824
2025-04-28,9.8954
2025-04-29,9.8996
2025-04-30,9.8626
2025-05-02,9.8515
2025-05-05,9.9348
2025-05-06,9.8303
2025-05-07,9.8808
2025-05-08,9.7779
2025-05-09,9.7032
2025-05-12,10.0749
2025-05-13,10.0025
2025-05-14,10.0689
2025-05-15,10.1967
2025-05-16,10.2359
2025-05-19,10.2329
2025-05-20,10.1101
2025-05-21,10.173
2025-05-22,10.1142
2025-05-23,10.1974
2025-05-26,10.2528
2025-05-27,10.212
2025-05-28,10.1995
2025-05-29,10.2359
2025-05-30,10.2144
2025-06-02,10.2282
