date,nav
2006-04-02,33.66
2006-04-03,33.66
2006-04-04,33.99
2006-04-05,34.2
2006-04-07,33.83
2006-04-10,33.96
2006-04-12,33.5
2006-04-13,33.04
2006-04-17,33.21
2006-04-18,33.54
2006-04-19,33.66
2006-04-20,33.64
2006-04-21,33.55
2006-04-24,33.77
2006-04-25,33.46
2006-04-26,33.81
2006-04-27,33.74
2006-04-28,33.88
2006-05-02,34.35
2006-05-03,34.4
2006-05-04,34.46
2006-05-05,34.44
2006-05-08,34.48
2006-05-09,34.43
2006-05-10,34.83
2006-05-11,34.65
2006-05-12,34.62
2006-05-15,33.57
2006-05-16,33.55
2006-05-17,34.73
2006-05-18,33.08
2006-05-19,32.03
2006-05-22,30.35
2006-05-23,30.78
2006-05-24,30.55
2006-05-25,30.56
2006-05-26,30.99
2006-05-29,31.43
2006-05-30,31.41
2006-05-31,30.86
2006-06-01,30.2
2006-06-02,30.08
2006-06-05,29.78
2006-06-06,28.8
2006-06-07,27.2
2006-06-08,24.8
2006-06-09,25.97
2006-06-12,26.11
2006-06-13,25.23
2006-06-14,24.5
2006-06-15,25.43
2006-06-16,26.56
2006-06-19,26.91
2006-06-20,26.81
2006-06-21,27.33
2006-06-22,27.79
2006-06-23,28.1
2006-06-26,27.43
2006-06-27,27.57
2006-06-28,27.35
2006-06-29,27.28
2006-06-30,27.88
2006-07-03,28.09
2006-07-04,28.07
2006-07-05,28.52
2006-07-06,28.35
2006-07-07,27.84
2006-07-10,27.88
2006-07-11,27.79
2006-07-12,27.88
2006-07-13,28.13
2006-07-14,28.0
2006-07-17,27.59
2006-07-18,27.58
2006-07-19,27.1
2006-07-20,27.4
2006-07-21,26.65
2006-07-24,26.47
2006-07-25,26.82
2006-07-26,27.25
2006-07-27,27.58
2006-07-28,27.61
2006-07-31,27.75
2006-08-01,27.75
2006-08-02,27.99
2006-08-03,27.99
2006-08-04,27.89
2006-08-07,27.94
2006-08-08,28.29
2006-08-09,28.64
2006-08-10,28.75
2006-08-11,29.12
2006-08-14,30.03
2006-08-16,30.52
2006-08-17,30.4
2006-08-18,30.44
2006-08-21,30.67
2006-08-22,30.65
2006-08-23,30.47
2006-08-24,30.58
2006-08-25,30.75
2006-08-28,30.86
2006-08-29,30.91
2006-08-30,30.82
2006-08-31,30.86
2006-09-01,30.88
2006-09-04,31.05
2006-09-05,31.07
2006-09-06,31.12
2006-09-07,31.12
2006-09-08,31.46
2006-09-11,30.81
2006-09-12,31.0
2006-09-13,31.36
2006-09-14,31.5
2006-09-15,31.65
2006-09-18,31.88
2006-09-19,31.61
2006-09-20,31.73
2006-09-21,32.03
2006-09-22,32.05
2006-09-25,32.13
2006-09-26,32.08
2006-09-27,32.12
2006-09-28,32.17
2006-09-29,32.75
2006-10-03,32.58
2006-10-04,32.35
2006-10-05,32.82
2006-10-06,32.66
2006-10-09,32.54
2006-10-10,32.43
2006-10-11,32.36
2006-10-12,32.26
2006-10-13,32.2
2006-10-16,32.27
