date,nav
2014-07-21,10.0452
2014-07-22,10.0508
2014-07-23,10.0598
2014-07-24,10.0672
2014-07-25,10.0654
2014-07-28,10.0693
2014-07-30,10.0712
2014-07-31,10.0749
2014-08-01,10.0707
2014-08-04,10.081
2014-08-05,10.0742
2014-08-06,10.0708
2014-08-07,10.0742
2014-08-08,10.0731
2014-08-11,10.0813
2014-08-12,10.0848
2014-08-13,10.0929
2014-08-14,10.0945
2014-08-19,10.1079
2014-08-20,10.1138
2014-08-21,10.1119
2014-08-22,10.1133
2014-08-25,10.1149
2014-08-26,10.123
2014-08-27,10.1269
2014-08-28,10.1291
2014-09-01,10.1392
2014-09-02,10.1439
2014-09-03,10.1476
2014-09-04,10.1501
2014-09-05,10.1554
2014-09-08,10.1667
2014-09-09,10.1665
2014-09-10,10.1658
2014-09-11,10.1711
2014-09-12,10.1749
2014-09-15,10.1818
2014-09-16,10.1869
2014-09-17,10.1898
2014-09-18,10.1965
2014-09-19,10.198
2014-09-22,10.2083
2014-09-23,10.209
2014-09-24,10.2107
2014-09-25,10.0509
2014-09-26,10.0635
2014-09-29,10.0633
2014-09-30,10.065
2014-10-01,10.0703
2014-10-07,10.0902
2014-10-08,10.1
2014-10-09,10.0989
2014-10-10,10.1066
2014-10-13,10.1145
2014-10-14,10.1226
2014-10-16,10.1393
2014-10-17,10.139
2014-10-20,10.1502
2014-10-21,10.1573
2014-10-22,10.1657
2014-10-27,10.0887
2014-10-28,10.0917
2014-10-29,10.0942
2014-10-30,10.1023
2014-10-31,10.1119
2014-11-03,10.1263
2014-11-05,10.1474
2014-11-07,10.1512
2014-11-10,10.1647
2014-11-11,10.1662
2014-11-12,10.1702
2014-11-13,10.1584
2014-11-14,10.1608
2014-11-17,10.1753
2014-11-18,10.1827
2014-11-19,10.1846
2014-11-20,10.1869
2014-11-21,10.189
2014-11-24,10.2025
2014-11-25,10.1276
2014-11-26,10.1309
2014-11-27,10.1325
2014-11-28,10.1453
2014-12-01,10.1562
2014-12-02,10.1767
2014-12-03,10.1793
2014-12-04,10.1808
2014-12-05,10.1865
2014-12-08,10.1946
2014-12-09,10.2008
2014-12-10,10.1994
2014-12-11,10.204
2014-12-12,10.2097
2014-12-15,10.2171
2014-12-16,10.1804
2014-12-17,10.179
2014-12-18,10.1904
2014-12-19,10.1849
2014-12-22,10.1934
2014-12-23,10.1983
2014-12-24,10.1961
2014-12-26,10.0998
2014-12-29,10.1144
2014-12-30,10.1254
2014-12-31,10.1326
2015-01-01,10.1362
2015-01-02,10.135
2015-01-05,10.1374
2015-01-06,10.1352
2015-01-07,10.1446
2015-01-08,10.1525
2015-01-09,10.1546
2015-01-12,10.1718
2015-01-13,10.1835
2015-01-14,10.1834
2015-01-15,10.2087
2015-01-16,10.2181
2015-01-19,10.2224
2015-01-20,10.2249
2015-01-21,10.2321
2015-01-22,10.2306
2015-01-23,10.2344
2015-01-27,10.1571
2015-01-28,10.1619
2015-01-29,10.1651
2015-01-30,10.1692
2015-02-02,10.185
2015-02-03,10.1623
2015-02-04,10.1645
2015-02-05,10.1663
2015-02-06,10.1665
2015-02-09,10.1656
2015-02-10,10.1661
2015-02-11,10.1646
2015-02-12,10.1608
2015-02-13,10.1743
2015-02-16,10.1805
2015-02-18,10.1852
2015-02-20,10.1941
2015-02-23,10.1997
2015-02-24,10.205
2015-02-25,10.1057
2015-02-26,10.1026
2015-02-27,10.1081
2015-03-02,10.1111
2015-03-03,10.1067
2015-03-04,10.1274
2015-03-05,10.1287
2015-03-09,10.1233
2015-03-10,10.1226
2015-03-11,10.1237
2015-03-12,10.1315
2015-03-13,10.1205
2015-03-16,10.1267
2015-03-17,10.1332
2015-03-18,10.1312
2015-03-19,10.1392
2015-03-20,10.1436
2015-03-23,10.1456
2015-03-24,10.1459
2015-03-25,10.0569
2015-03-26,10.058
2015-03-27,10.0671
2015-03-30,10.074
2015-03-31,10.0871
2015-04-06,10.1052
2015-04-07,10.1037
2015-04-08,10.1026
2015-04-09,10.1078
2015-04-10,10.108
2015-04-13,10.1155
2015-04-15,10.1182
2015-04-16,10.1183
2015-04-17,10.1181
2015-04-20,10.1222
2015-04-21,10.1271
2015-04-22,10.1309
2015-04-23,10.1329
2015-04-24,10.1348
2015-04-27,10.0591
2015-04-28,10.0611
2015-04-29,10.0596
2015-04-30,10.0548
2015-05-05,10.0607
2015-05-06,10.048
2015-05-07,10.0315
2015-05-08,10.0356
2015-05-11,10.0584
2015-05-12,10.0519
2015-05-13,10.0506
2015-05-14,10.0579
2015-05-15,10.0578
2015-05-18,10.0736
2015-05-19,10.0836
2015-05-20,10.0899
2015-05-21,10.0933
2015-05-22,10.0975
2015-05-25,10.0335
2015-05-26,10.0334
2015-05-27,10.0367
2015-05-28,10.0428
2015-05-29,10.0532
2015-06-01,10.063
2015-06-02,10.0451
2015-06-03,10.0416
2015-06-04,10.0355
2015-06-05,10.039
2015-06-08,10.044
2015-06-09,10.0512
2015-06-10,10.0449
2015-06-11,10.0352
2015-06-12,10.0353
2015-06-15,10.0473
2015-06-16,10.0455
