date,nav
2006-04-03,10.2428
2006-04-04,10.2451
2006-04-05,10.249
2006-04-07,10.2503
2006-04-10,10.2553
2006-04-12,10.256
2006-04-13,10.2556
2006-04-17,10.2588
2006-04-18,10.261
2006-04-19,10.264
2006-04-20,10.2676
2006-04-21,10.27
2006-04-24,10.2729
2006-04-25,10.2746
2006-04-26,10.273
2006-04-27,10.2736
2006-04-28,10.2769
2006-05-02,10.2739
2006-05-03,10.2739
2006-05-04,10.2737
2006-05-05,10.2745
2006-05-08,10.2789
2006-05-09,10.2818
2006-05-10,10.2829
2006-05-11,10.2819
2006-05-12,10.2826
2006-05-15,10.2827
2006-05-16,10.2846
2006-05-17,10.2851
2006-05-18,10.2832
2006-05-19,10.2863
2006-05-22,10.2903
2006-05-23,10.291
2006-05-24,10.2919
2006-05-25,10.2927
2006-05-26,10.2939
2006-05-29,10.2955
2006-05-30,10.2959
2006-05-31,10.2969
2006-06-01,10.2963
2006-06-02,10.2971
2006-06-05,10.301
2006-06-06,10.3015
2006-06-07,10.3013
2006-06-08,10.3033
2006-06-09,10.3006
2006-06-12,10.3039
2006-06-13,10.3052
2006-06-14,10.307
2006-06-15,10.308
2006-06-16,10.3088
2006-06-19,10.3087
2006-06-20,10.3099
2006-06-21,10.3115
2006-06-22,10.3105
2006-06-23,10.3061
2006-06-26,10.3091
2006-06-27,10.3115
2006-06-28,10.3119
2006-06-29,10.3132
2006-06-30,10.3144
2006-07-03,10.318
2006-07-04,10.3194
2006-07-05,10.321
2006-07-06,10.3214
2006-07-07,10.3218
2006-07-10,10.3237
2006-07-11,10.3228
2006-07-12,10.3238
2006-07-13,10.3263
2006-07-14,10.3273
2006-07-17,10.3306
2006-07-18,10.3322
2006-07-19,10.3343
2006-07-20,10.3368
2006-07-21,10.3405
2006-07-24,10.3452
2006-07-25,10.1454
2006-07-26,10.1439
2006-07-27,10.1444
2006-07-28,10.1439
2006-07-31,10.1483
2006-08-01,10.1458
2006-08-02,10.149
2006-08-03,10.1502
2006-08-04,10.1526
2006-08-07,10.1579
2006-08-08,10.1619
2006-08-09,10.1708
2006-08-10,10.1747
2006-08-11,10.1732
2006-08-14,10.1776
2006-08-16,10.1833
2006-08-17,10.1893
2006-08-18,10.1888
2006-08-21,10.188
2006-08-22,10.1899
2006-08-23,10.1938
2006-08-24,10.1986
2006-08-25,10.1979
2006-08-28,10.2081
2006-08-29,10.2094
2006-08-30,10.2115
2006-08-31,10.215
2006-09-01,10.2169
2006-09-04,10.2273
2006-09-05,10.2274
2006-09-06,10.2273
2006-09-07,10.2284
2006-09-08,10.2389
2006-09-11,10.2427
2006-09-12,10.2407
2006-09-13,10.2436
2006-09-14,10.2425
2006-09-15,10.2421
2006-09-18,10.2517
2006-09-19,10.2581
2006-09-20,10.2714
2006-09-21,10.2663
2006-09-22,10.2739
2006-09-25,10.2797
2006-09-26,10.2879
2006-09-27,10.2871
2006-09-28,10.2841
2006-09-29,10.2835
2006-10-03,10.2954
2006-10-04,10.2992
2006-10-05,10.3006
2006-10-06,10.3011
2006-10-09,10.2997
2006-10-10,10.3057
2006-10-11,10.3042
2006-10-12,10.3097
2006-10-13,10.3052
2006-10-16,10.3061
2006-10-17,10.3065
2006-10-18,10.3067
2006-10-19,10.3091
2006-10-20,10.3152
2006-10-23,10.3185
2006-10-26,10.327
2006-10-27,10.3315
2006-10-30,10.3346
2006-10-31,10.3335
2006-11-01,10.3363
2006-11-02,10.339
2006-11-03,10.3366
2006-11-06,10.3407
2006-11-07,10.3453
2006-11-08,10.3491
2006-11-09,10.3484
2006-11-10,10.3505
2006-11-13,10.3558
2006-11-14,10.359
2006-11-15,10.3626
2006-11-16,10.361
2006-11-17,10.363
2006-11-20,10.3723
2006-11-21,10.3756
2006-11-22,10.3802
2006-11-23,10.384
2006-11-24,10.3888
2006-11-27,10.4018
2006-11-28,10.4026
2006-11-29,10.4013
2006-11-30,10.3974
2006-12-01,10.4017
2006-12-04,10.4134
2006-12-05,10.4173
2006-12-06,10.4177
2006-12-07,10.4186
2006-12-08,10.4201
2006-12-11,10.3983
2006-12-12,10.3872
2006-12-13,10.3872
2006-12-14,10.3846
2006-12-15,10.3925
2006-12-18,10.4034
2006-12-19,10.4056
2006-12-20,10.4036
2006-12-21,10.3995
2006-12-22,10.4008
2006-12-26,10.4035
2006-12-27,10.404
2006-12-28,10.4043
2006-12-29,10.4047
2007-01-02,10.4148
2007-01-03,10.4149
2007-01-04,10.4119
2007-01-05,10.4149
2007-01-08,10.4227
2007-01-09,10.4236
2007-01-10,10.4251
2007-01-11,10.4255
2007-01-12,10.4029
2007-01-15,10.4069
2007-01-16,10.4084
2007-01-17,10.404
2007-01-18,10.4067
2007-01-19,10.4094
2007-01-22,10.3999
2007-01-23,10.4122
2007-01-24,10.4138
2007-01-25,10.414
2007-01-29,10.4206
2007-01-31,10.4236
2007-02-01,10.4253
2007-02-02,10.4276
2007-02-05,10.4303
2007-02-06,10.4282
2007-02-07,10.4302
2007-02-08,10.4296
2007-02-09,10.4301
2007-02-12,10.433
2007-02-13,10.4307
2007-02-14,10.428
2007-02-15,10.427
2007-02-19,10.4239
2007-02-20,10.4201
2007-02-21,10.422
2007-02-22,10.422
2007-02-23,10.4238
2007-02-26,10.4277
2007-02-27,10.4281
2007-02-28,10.4261
2007-03-01,10.4282
2007-03-02,10.4278
2007-03-05,10.4326
2007-03-06,10.4337
2007-03-07,10.4364
2007-03-08,10.4369
2007-03-09,10.4376
2007-03-12,10.445
2007-03-13,10.4462
2007-03-14,10.4464
2007-03-15,10.4474
2007-03-16,10.445
2007-03-19,0.0
2007-03-20,10.4514
2007-03-21,10.4525
2007-03-22,10.4582
2007-03-23,10.4605
2007-03-26,10.4647
2007-03-28,10.4686
2007-03-29,10.4648
2007-03-30,10.468
2007-04-02,10.476
2007-04-03,10.4688
2007-04-04,10.4727
2007-04-05,10.4789
2007-04-09,10.4884
2007-04-10,10.4921
2007-04-11,10.4952
2007-04-12,10.496
2007-04-13,10.496
2007-04-16,10.4991
2007-04-17,10.5022
2007-04-18,10.505
2007-04-19,10.5072
2007-04-20,10.5093
2007-04-23,10.5149
2007-04-24,10.5188
2007-04-25,10.5204
2007-04-26,10.5208
2007-04-27,10.5227
2007-04-30,10.5268
2007-05-03,10.5326
2007-05-04,10.5346
2007-05-07,10.5414
2007-05-08,10.5436
2007-05-09,10.5457
