date,nav
2013-01-02,10.7804
2013-01-03,10.8094
2013-01-04,10.8211
2013-01-07,10.7705
2013-01-08,10.7942
2013-01-09,10.7394
2013-01-10,10.7341
2013-01-11,10.7021
2013-01-14,10.8346
2013-01-15,10.8918
2013-01-16,10.7936
2013-01-17,10.8608
2013-01-18,10.9051
2013-01-21,10.9364
2013-01-22,10.8735
2013-01-23,10.8851
2013-01-24,10.8222
2013-01-25,10.9216
2013-01-28,10.9211
2013-01-29,10.876
2013-01-30,10.8862
2013-01-31,10.842
2013-02-01,10.8093
2013-02-04,10.7871
2013-02-05,10.7332
2013-02-06,10.7372
2013-02-07,10.7003
2013-02-08,10.6369
2013-02-11,10.6255
2013-02-12,10.6695
2013-02-13,10.6818
2013-02-14,10.6169
2013-02-15,10.6003
2013-02-18,10.6212
2013-02-19,10.6959
2013-02-20,10.7018
2013-02-21,10.5382
2013-02-22,10.5344
2013-02-25,10.5421
2013-02-26,10.3741
2013-02-27,10.4357
2013-02-28,10.2485
2013-03-01,10.2989
2013-03-04,10.2598
2013-03-05,10.4142
2013-03-06,10.4759
2013-03-07,10.5563
2013-03-08,10.7038
2013-03-11,10.6964
2013-03-12,10.6456
2013-03-13,10.5313
2013-03-14,10.6359
2013-03-15,10.5701
2013-03-18,10.5051
2013-03-19,10.344
2013-03-20,10.2527
2013-03-21,10.1897
2013-03-22,10.1792
2013-03-25,10.1452
2013-03-26,10.1586
2013-03-28,10.2327
2013-04-01,10.345
2013-04-02,10.345
2013-04-03,10.2087
2013-04-04,10.032
2013-04-05,9.9932
2013-04-08,9.9736
2013-04-09,9.8875
2013-04-10,10.0016
2013-04-11,10.0652
2013-04-12,9.9466
2013-04-15,10.0169
2013-04-16,10.2324
2013-04-17,10.2314
2013-04-18,10.4008
2013-04-22,10.4921
2013-04-23,10.4963
2013-04-25,10.6383
2013-04-26,10.5571
2013-04-29,10.615
2013-04-30,10.6615
2013-05-02,10.7862
2013-05-03,10.6831
2013-05-06,10.7311
2013-05-07,10.8611
2013-05-08,10.9062
2013-05-09,10.8715
2013-05-10,10.9588
2013-05-13,10.7514
2013-05-14,10.7778
2013-05-15,11.0506
2013-05-16,11.0921
2013-05-17,11.1226
2013-05-20,11.0673
2013-05-21,10.9897
2013-05-22,10.9539
2013-05-23,10.7251
2013-05-24,10.755
2013-05-27,10.9332
2013-05-28,10.9885
2013-05-29,10.9752
2013-05-30,11.0305
2013-05-31,10.7986
2013-06-03,10.7139
2013-06-04,10.6775
2013-06-05,10.6846
2013-06-06,10.6848
2013-06-07,10.6125
2013-06-10,10.6063
2013-06-11,10.4457
2013-06-12,10.3923
2013-06-13,10.2927
2013-06-14,10.4895
2013-06-17,10.5645
2013-06-18,10.4989
2013-06-19,10.5143
2013-06-20,10.2148
2013-06-21,10.2361
2013-06-24,10.0977
2013-06-25,10.1314
2013-06-26,10.0946
2013-06-27,10.2739
2013-06-28,10.5611
2013-07-01,10.6615
2013-07-02,10.5871
2013-07-03,10.4313
2013-07-04,10.5538
2013-07-05,10.6126
2013-07-08,10.5104
2013-07-09,10.5953
2013-07-10,10.5247
2013-07-11,10.7381
2013-07-12,10.8726
2013-07-15,10.9138
2013-07-16,10.7772
2013-07-17,10.8089
2013-07-18,10.9299
2013-07-19,10.9438
2013-07-22,10.9475
2013-07-23,11.03
2013-07-24,10.8715
2013-07-25,10.7212
2013-07-26,10.6843
2013-07-29,10.5825
2013-07-30,10.4484
2013-07-31,10.425
2013-08-01,10.4
2013-08-02,10.3095
2013-08-05,10.3219
2013-08-06,10.0636
2013-08-07,10.0206
2013-08-08,10.1039
2013-08-12,10.1865
2013-08-13,10.3495
2013-08-14,10.4267
2013-08-16,10.0011
2013-08-19,9.8315
2013-08-20,9.8069
2013-08-21,9.6283
2013-08-22,9.8193
2013-08-23,9.9339
2013-08-26,9.9411
2013-08-27,9.6
2013-08-28,9.5953
2013-08-29,9.8192
2013-08-30,9.9334
2013-09-02,10.0746
2013-09-03,9.6984
2013-09-04,9.8915
2013-09-05,10.1592
2013-09-06,10.3218
2013-09-10,10.7097
2013-09-11,10.7372
2013-09-12,10.626
2013-09-13,10.626
2013-09-16,10.6065
2013-09-17,10.6238
2013-09-18,10.7127
2013-09-19,11.1066
2013-09-20,10.9187
2013-09-23,10.6947
2013-09-24,10.6993
2013-09-25,10.6802
2013-09-26,10.6802
2013-09-27,10.5918
2013-09-30,10.4129
2013-10-01,10.4932
2013-10-03,10.7269
